hogar_id,tipo_inmueble,metros_cuadrados,antiguedad_vivienda,zona_fria,calidad_aislamiento,fuente_calefaccion,fuente_agua_caliente,consumo_kwh,uso_horario_pico,horas_alto_consumo,cantidad_equipos,categoria
Hogar_1111,Comercio,938,129,Si,Media,Solar,Solar,323.1,No,13,54,Eficiente
Hogar_1112,Casa,1282,149,Si,Alta,Electricidad,Solar,569.6,No,15,5,Eficiente
Hogar_1113,Casa,1719,15,No,Alta,Solar,Solar,518.3,Si,12,9,Eficiente
Hogar_1114,Departamento,462,145,Si,Baja,Solar,Solar,654.8,Si,10,34,Moderado
Hogar_1115,Departamento,806,99,No,Media,Electricidad,Electricidad,528.0,No,24,98,Moderado
Hogar_1116,Departamento,1582,29,No,Alta,Electricidad,Electricidad,229.8,Si,2,36,Moderado
Hogar_1117,Casa,1452,44,No,Muy Baja,Solar,Electricidad,201.9,Si,7,95,Moderado
Hogar_1118,Pyme,1102,18,Si,Media,Electricidad,Otros,907.3,No,2,20,Moderado
Hogar_1119,Casa,1836,33,No,Baja,Solar,Electricidad,264.7,Si,1,81,Moderado
Hogar_1120,Casa,1362,140,Si,Media,Solar,Electricidad,281.7,No,20,84,Moderado
Hogar_1121,Pyme,1330,61,No,Media,Solar,Electricidad,413.5,No,13,92,Moderado
Hogar_1122,Pyme,751,117,Si,Alta,Otros,Solar,140.3,No,19,85,Moderado
Hogar_1123,Pyme,56,99,No,Muy Baja,Solar,Electricidad,507.8,Si,20,83,Ineficiente
Hogar_1124,Comercio,362,21,No,Media,Otros,Solar,665.4,Si,21,63,Moderado
Hogar_1125,Comercio,208,110,No,Media,Electricidad,Electricidad,786.2,Si,14,67,Ineficiente
Hogar_1126,Departamento,1072,72,No,Media,Solar,Otros,711.7,Si,2,30,Moderado
Hogar_1127,Casa,569,146,Si,Alta,Electricidad,Otros,148.5,Si,0,69,Moderado
Hogar_1128,Departamento,1495,37,Si,Media,Electricidad,Otros,456.6,Si,14,70,Ineficiente
Hogar_1129,Departamento,1123,69,No,Muy Alta,Electricidad,Electricidad,39.5,Si,19,3,Moderado
Hogar_1130,Casa,1059,115,No,Media,Solar,Solar,18.8,Si,21,49,Eficiente
Hogar_1131,Comercio,1533,78,Si,Media,Electricidad,Solar,440.7,Si,1,42,Moderado
Hogar_1132,Departamento,1505,147,No,Alta,Electricidad,Electricidad,253.7,Si,17,24,Moderado
Hogar_1133,Casa,1615,8,No,Baja,Otros,Electricidad,683.7,Si,0,44,Ineficiente
Hogar_1134,Casa,1613,31,No,Muy Baja,Otros,Electricidad,724.5,Si,8,1,Moderado
Hogar_1135,Comercio,685,131,Si,Alta,Solar,Solar,895.5,No,2,54,Moderado
Hogar_1136,Casa,185,49,Si,Media,Solar,Electricidad,760.9,No,1,52,Moderado
Hogar_1137,Pyme,1931,81,Si,Muy Alta,Otros,Solar,49.2,Si,3,36,Moderado
Hogar_1138,Departamento,1063,4,No,Muy Alta,Solar,Solar,372.3,Si,15,79,Eficiente
Hogar_1139,Departamento,1227,147,No,Media,Electricidad,Solar,273.8,Si,21,38,Moderado
Hogar_1140,Departamento,437,86,No,Media,Otros,Otros,386.7,Si,0,44,Moderado
Hogar_1141,Comercio,1927,125,No,Media,Solar,Solar,160.9,Si,8,82,Moderado
Hogar_1142,Casa,1037,74,No,Baja,Electricidad,Solar,98.6,No,24,87,Eficiente
Hogar_1143,Comercio,78,21,No,Alta,Solar,Solar,521.5,Si,7,47,Eficiente
Hogar_1144,Departamento,433,67,No,Alta,Electricidad,Electricidad,720.7,No,5,29,Moderado
Hogar_1145,Casa,872,43,Si,Media,Otros,Electricidad,702.2,Si,19,51,Ineficiente
Hogar_1146,Pyme,1071,33,No,Muy Baja,Electricidad,Otros,451.5,Si,17,41,Ineficiente
Hogar_1147,Comercio,1079,76,No,Baja,Otros,Otros,522.8,Si,15,86,Moderado
Hogar_1148,Comercio,728,41,Si,Baja,Otros,Solar,516.8,No,7,64,Moderado
Hogar_1149,Pyme,285,136,Si,Alta,Solar,Electricidad,691.9,Si,22,88,Ineficiente
Hogar_1150,Pyme,1254,105,Si,Muy Baja,Solar,Electricidad,48.9,Si,3,48,Moderado
Hogar_1151,Comercio,1108,94,No,Alta,Electricidad,Electricidad,710.2,No,2,77,Moderado
Hogar_1152,Comercio,1520,134,No,Media,Electricidad,Otros,582.6,Si,14,97,Ineficiente
Hogar_1153,Comercio,801,67,No,Alta,Electricidad,Solar,198.9,Si,5,22,Eficiente
Hogar_1154,Comercio,1515,146,No,Media,Solar,Otros,50.0,Si,0,99,Moderado
Hogar_1155,Departamento,1061,127,Si,Media,Solar,Solar,109.4,Si,17,17,Eficiente
Hogar_1156,Comercio,1680,84,Si,Media,Electricidad,Electricidad,525.2,Si,22,86,Ineficiente
Hogar_1157,Casa,1976,82,Si,Alta,Electricidad,Electricidad,758.7,Si,10,5,Ineficiente
Hogar_1158,Pyme,1339,94,No,Media,Otros,Electricidad,335.3,Si,2,61,Moderado
Hogar_1159,Pyme,875,31,Si,Media,Electricidad,Solar,379.7,Si,12,89,Moderado
Hogar_1160,Casa,1809,65,No,Media,Otros,Electricidad,934.2,No,16,6,Moderado
Hogar_1161,Comercio,379,115,No,Muy Baja,Electricidad,Solar,213.8,No,17,53,Moderado
Hogar_1162,Casa,1688,137,No,Media,Solar,Solar,104.6,Si,13,81,Eficiente
Hogar_1163,Casa,1124,129,Si,Muy Alta,Electricidad,Electricidad,344.1,Si,24,95,Ineficiente
Hogar_1164,Comercio,898,59,No,Muy Baja,Solar,Electricidad,746.2,Si,6,17,Moderado
Hogar_1165,Casa,1765,16,No,Baja,Solar,Electricidad,626.5,Si,6,59,Moderado
Hogar_1166,Comercio,1610,95,Si,Baja,Electricidad,Solar,416.4,Si,13,97,Ineficiente
Hogar_1167,Comercio,1640,143,No,Media,Solar,Solar,964.8,Si,23,39,Moderado
Hogar_1168,Departamento,1490,15,No,Muy Baja,Solar,Electricidad,735.3,No,14,54,Moderado
Hogar_1169,Casa,1016,45,Si,Media,Solar,Otros,62.8,Si,11,48,Moderado
Hogar_1170,Casa,1290,106,No,Muy Baja,Solar,Solar,744.9,No,11,37,Moderado
Hogar_1171,Departamento,1043,87,Si,Muy Baja,Electricidad,Solar,25.0,Si,7,48,Moderado
Hogar_1172,Pyme,1910,128,No,Alta,Solar,Solar,650.7,Si,15,68,Moderado
Hogar_1173,Departamento,1203,138,Si,Baja,Otros,Otros,211.3,Si,8,78,Moderado
Hogar_1174,Casa,1835,118,No,Muy Alta,Otros,Solar,696.7,Si,1,77,Moderado
Hogar_1175,Departamento,1145,84,Si,Muy Baja,Otros,Electricidad,310.5,Si,13,27,Moderado
Hogar_1176,Departamento,1775,3,No,Media,Electricidad,Electricidad,873.1,Si,23,88,Ineficiente
Hogar_1177,Comercio,319,70,No,Muy Baja,Solar,Solar,337.6,No,23,27,Eficiente
Hogar_1178,Casa,234,110,No,Media,Solar,Solar,620.1,Si,15,72,Moderado
Hogar_1179,Comercio,1392,49,No,Muy Alta,Electricidad,Solar,286.6,Si,4,63,Eficiente
Hogar_1180,Departamento,1137,139,No,Muy Alta,Otros,Otros,917.3,No,4,52,Moderado
Hogar_1181,Pyme,843,94,Si,Muy Baja,Solar,Otros,781.2,No,19,47,Ineficiente
Hogar_1182,Casa,1825,91,Si,Media,Electricidad,Electricidad,244.1,No,20,21,Moderado
Hogar_1183,Departamento,1986,64,No,Media,Electricidad,Electricidad,948.8,Si,17,57,Ineficiente
Hogar_1184,Pyme,415,46,Si,Baja,Otros,Electricidad,357.8,Si,17,75,Ineficiente
Hogar_1185,Casa,350,105,Si,Baja,Electricidad,Solar,652.2,Si,4,95,Moderado
Hogar_1186,Pyme,965,129,No,Muy Alta,Electricidad,Electricidad,743.1,Si,10,91,Ineficiente
Hogar_1187,Comercio,914,105,Si,Muy Alta,Electricidad,Electricidad,23.9,Si,12,42,Moderado
Hogar_1188,Casa,1881,23,Si,Muy Alta,Electricidad,Electricidad,959.0,Si,2,48,Ineficiente
Hogar_1189,Casa,1206,3,No,Alta,Otros,Electricidad,345.1,No,16,27,Eficiente
Hogar_1190,Comercio,693,107,No,Media,Solar,Electricidad,190.6,No,24,72,Moderado
Hogar_1191,Casa,1700,18,No,Baja,Solar,Electricidad,850.9,Si,17,33,Moderado
Hogar_1192,Departamento,658,39,No,Baja,Otros,Solar,703.2,Si,13,76,Moderado
Hogar_1193,Casa,602,49,No,Muy Baja,Solar,Electricidad,87.7,Si,11,35,Moderado
Hogar_1194,Departamento,1668,74,No,Media,Electricidad,Electricidad,117.9,Si,13,98,Moderado
Hogar_1195,Casa,1708,11,Si,Alta,Solar,Otros,715.5,Si,17,16,Moderado
Hogar_1196,Pyme,162,26,Si,Alta,Electricidad,Otros,75.7,No,19,36,Moderado
Hogar_1197,Pyme,1972,112,No,Muy Alta,Electricidad,Electricidad,917.3,Si,1,66,Ineficiente
Hogar_1198,Pyme,1723,48,No,Alta,Solar,Electricidad,741.8,Si,6,76,Ineficiente
Hogar_1199,Comercio,453,143,No,Muy Alta,Otros,Solar,336.2,Si,14,91,Moderado
Hogar_1200,Casa,1501,129,Si,Baja,Solar,Electricidad,363.6,No,9,56,Moderado
Hogar_1201,Comercio,637,59,Si,Alta,Otros,Electricidad,507.0,No,14,17,Moderado
Hogar_1202,Casa,1899,29,No,Media,Solar,Electricidad,361.6,No,16,20,Eficiente
Hogar_1203,Casa,936,83,Si,Baja,Solar,Electricidad,783.7,Si,10,85,Ineficiente
Hogar_1204,Casa,844,27,No,Muy Alta,Otros,Solar,974.8,Si,1,94,Moderado
Hogar_1205,Departamento,166,24,Si,Muy Alta,Electricidad,Otros,584.9,Si,20,84,Moderado
Hogar_1206,Comercio,1132,95,Si,Baja,Electricidad,Solar,446.6,Si,17,8,Moderado
Hogar_1207,Comercio,202,124,No,Muy Baja,Solar,Solar,223.6,No,24,18,Eficiente
Hogar_1208,Departamento,223,9,No,Media,Solar,Electricidad,653.8,Si,3,18,Moderado
Hogar_1209,Casa,649,41,Si,Media,Electricidad,Solar,685.9,Si,8,18,Moderado
Hogar_1210,Pyme,1617,39,Si,Muy Alta,Electricidad,Electricidad,685.5,Si,16,2,Ineficiente
Hogar_1211,Departamento,716,76,No,Baja,Electricidad,Electricidad,28.0,Si,16,76,Moderado
Hogar_1212,Departamento,1470,104,Si,Muy Baja,Solar,Solar,899.2,Si,16,96,Ineficiente
Hogar_1213,Casa,426,117,No,Baja,Otros,Otros,338.8,Si,15,72,Moderado
Hogar_1214,Comercio,1747,41,No,Muy Baja,Otros,Electricidad,744.4,Si,19,51,Ineficiente
Hogar_1215,Comercio,496,46,Si,Muy Baja,Solar,Otros,760.0,Si,24,10,Ineficiente
Hogar_1216,Casa,243,21,No,Muy Alta,Otros,Electricidad,650.9,No,7,75,Eficiente
Hogar_1217,Casa,1974,106,Si,Media,Solar,Electricidad,395.5,Si,22,14,Moderado
Hogar_1218,Comercio,954,26,No,Media,Electricidad,Electricidad,608.8,Si,14,26,Moderado
Hogar_1219,Comercio,1877,40,Si,Muy Baja,Electricidad,Solar,41.2,Si,0,47,Moderado
Hogar_1220,Casa,1778,79,No,Baja,Solar,Otros,762.1,No,18,30,Moderado
Hogar_1221,Pyme,657,88,Si,Alta,Electricidad,Solar,100.5,No,24,56,Eficiente
Hogar_1222,Casa,976,65,Si,Media,Solar,Electricidad,397.4,Si,14,42,Moderado
Hogar_1223,Departamento,931,11,No,Alta,Solar,Electricidad,104.5,Si,8,4,Eficiente
Hogar_1224,Pyme,200,72,No,Media,Electricidad,Solar,837.2,No,4,11,Moderado
Hogar_1225,Departamento,48,75,No,Baja,Otros,Electricidad,550.8,No,15,24,Moderado
Hogar_1226,Departamento,1774,89,Si,Media,Solar,Electricidad,691.3,Si,12,86,Ineficiente
Hogar_1227,Departamento,1966,9,No,Baja,Electricidad,Otros,682.9,Si,15,67,Ineficiente
Hogar_1228,Casa,260,95,Si,Alta,Solar,Solar,841.8,Si,21,37,Moderado
Hogar_1229,Pyme,1062,19,Si,Baja,Solar,Electricidad,133.4,No,10,2,Eficiente
Hogar_1230,Departamento,1150,38,No,Media,Electricidad,Electricidad,660.1,Si,12,12,Moderado
Hogar_1231,Pyme,954,59,Si,Baja,Electricidad,Electricidad,575.6,Si,5,21,Ineficiente
Hogar_1232,Casa,1585,65,No,Media,Solar,Solar,31.9,Si,19,69,Eficiente
Hogar_1233,Casa,1925,64,No,Muy Alta,Otros,Otros,202.2,Si,16,71,Moderado
Hogar_1234,Casa,548,123,No,Media,Solar,Solar,268.3,No,4,64,Eficiente
Hogar_1235,Comercio,1834,129,No,Media,Otros,Electricidad,73.5,No,16,68,Moderado
Hogar_1236,Departamento,1501,56,No,Muy Alta,Otros,Electricidad,355.4,Si,0,43,Moderado
Hogar_1237,Pyme,456,77,Si,Media,Electricidad,Otros,28.2,No,4,54,Moderado
Hogar_1238,Departamento,818,28,No,Baja,Solar,Otros,553.6,Si,4,100,Moderado
Hogar_1239,Pyme,1655,14,Si,Baja,Electricidad,Solar,212.3,No,6,62,Moderado
Hogar_1240,Casa,1762,11,Si,Alta,Electricidad,Electricidad,287.7,No,15,86,Moderado
Hogar_1241,Pyme,558,100,No,Alta,Solar,Solar,910.6,No,17,93,Moderado
Hogar_1242,Comercio,1901,83,No,Baja,Solar,Otros,503.3,No,5,73,Moderado
Hogar_1243,Comercio,1004,124,No,Baja,Electricidad,Solar,269.7,Si,1,90,Moderado
Hogar_1244,Comercio,1772,102,Si,Muy Alta,Otros,Solar,598.9,No,12,12,Eficiente
Hogar_1245,Comercio,1701,23,No,Muy Baja,Solar,Electricidad,202.5,Si,9,1,Moderado
Hogar_1246,Departamento,1342,148,Si,Media,Otros,Electricidad,75.3,Si,20,72,Moderado
Hogar_1247,Casa,835,137,No,Muy Baja,Electricidad,Electricidad,21.9,Si,19,33,Moderado
Hogar_1248,Casa,938,109,No,Alta,Otros,Otros,951.6,Si,10,64,Moderado
Hogar_1249,Pyme,1150,77,No,Muy Baja,Electricidad,Solar,724.9,No,20,68,Ineficiente
Hogar_1250,Departamento,1551,100,Si,Media,Electricidad,Solar,800.1,Si,1,14,Moderado
Hogar_1251,Comercio,1353,145,Si,Muy Baja,Solar,Electricidad,980.9,No,7,93,Ineficiente
Hogar_1252,Departamento,896,141,Si,Media,Solar,Otros,931.7,No,23,14,Moderado
Hogar_1253,Casa,565,127,No,Alta,Solar,Otros,737.2,No,21,9,Moderado
Hogar_1254,Casa,1049,57,No,Media,Solar,Electricidad,694.3,Si,18,73,Ineficiente
Hogar_1255,Comercio,1602,75,Si,Media,Electricidad,Otros,337.5,Si,19,26,Ineficiente
Hogar_1256,Departamento,1404,149,No,Media,Solar,Electricidad,104.9,Si,16,49,Moderado
Hogar_1257,Casa,1352,35,No,Baja,Electricidad,Electricidad,574.1,Si,15,17,Moderado
Hogar_1258,Departamento,1545,21,No,Alta,Solar,Electricidad,576.7,No,24,68,Moderado
Hogar_1259,Casa,1707,126,No,Baja,Electricidad,Otros,952.3,No,9,60,Moderado
Hogar_1260,Departamento,1817,79,No,Alta,Otros,Otros,443.1,Si,4,3,Moderado
Hogar_1261,Casa,252,99,Si,Baja,Solar,Electricidad,691.1,No,13,93,Moderado
Hogar_1262,Comercio,1285,95,Si,Baja,Solar,Solar,575.4,Si,23,25,Moderado
Hogar_1263,Casa,898,147,Si,Baja,Otros,Solar,177.6,Si,18,21,Moderado
Hogar_1264,Departamento,917,17,No,Media,Solar,Otros,592.5,Si,3,12,Eficiente
Hogar_1265,Casa,1504,37,No,Media,Electricidad,Electricidad,540.6,Si,19,54,Moderado
Hogar_1266,Casa,1062,150,No,Alta,Electricidad,Solar,494.4,No,15,1,Eficiente
Hogar_1267,Departamento,235,108,Si,Baja,Solar,Solar,513.9,No,23,1,Eficiente
Hogar_1268,Departamento,766,122,No,Muy Baja,Electricidad,Electricidad,164.8,No,14,45,Moderado
Hogar_1269,Departamento,422,143,Si,Alta,Solar,Electricidad,464.0,Si,8,46,Moderado
Hogar_1270,Casa,1149,148,Si,Alta,Electricidad,Solar,606.0,Si,2,48,Moderado
Hogar_1271,Comercio,56,103,No,Muy Baja,Electricidad,Electricidad,490.0,Si,22,7,Ineficiente
Hogar_1272,Pyme,923,139,No,Media,Solar,Otros,489.2,No,8,10,Eficiente
Hogar_1273,Comercio,1577,143,No,Media,Otros,Electricidad,78.4,Si,17,15,Moderado
Hogar_1274,Casa,674,80,No,Alta,Solar,Otros,191.6,Si,3,40,Eficiente
Hogar_1275,Departamento,354,86,Si,Alta,Otros,Electricidad,321.7,No,18,11,Eficiente
Hogar_1276,Casa,1215,141,Si,Alta,Otros,Electricidad,419.9,No,23,56,Moderado
Hogar_1277,Casa,1508,60,Si,Alta,Electricidad,Electricidad,594.3,No,3,46,Moderado
Hogar_1278,Pyme,1871,45,No,Baja,Electricidad,Solar,863.5,No,8,45,Moderado
Hogar_1279,Casa,977,31,No,Alta,Solar,Solar,160.0,Si,0,87,Eficiente
Hogar_1280,Departamento,1149,14,Si,Media,Otros,Electricidad,16.1,Si,0,13,Moderado
Hogar_1281,Departamento,646,43,No,Muy Baja,Solar,Electricidad,449.8,Si,19,27,Moderado
Hogar_1282,Comercio,1904,144,Si,Media,Otros,Solar,432.7,Si,18,81,Ineficiente
Hogar_1283,Departamento,1222,53,Si,Muy Alta,Electricidad,Solar,552.3,Si,2,50,Moderado
Hogar_1284,Casa,1798,43,No,Muy Alta,Electricidad,Solar,833.4,Si,9,61,Moderado
Hogar_1285,Casa,187,97,Si,Muy Baja,Solar,Electricidad,802.6,No,11,13,Moderado
Hogar_1286,Departamento,1954,4,No,Alta,Solar,Solar,100.9,Si,17,12,Eficiente
Hogar_1287,Casa,1777,108,No,Alta,Electricidad,Solar,934.1,Si,13,29,Moderado
Hogar_1288,Departamento,801,26,No,Baja,Electricidad,Otros,111.3,No,9,85,Moderado
Hogar_1289,Casa,1312,115,Si,Media,Electricidad,Solar,634.9,Si,9,84,Moderado
Hogar_1290,Casa,1853,86,Si,Alta,Solar,Electricidad,672.7,No,17,20,Moderado
Hogar_1291,Departamento,299,103,No,Media,Otros,Electricidad,680.2,No,23,31,Moderado
Hogar_1292,Casa,1052,122,Si,Muy Baja,Otros,Solar,266.1,No,0,8,Eficiente
Hogar_1293,Departamento,1077,78,Si,Alta,Solar,Solar,331.0,Si,14,24,Eficiente
Hogar_1294,Comercio,351,42,No,Muy Alta,Solar,Otros,549.1,No,7,75,Eficiente
Hogar_1295,Comercio,965,96,No,Media,Solar,Solar,200.4,Si,2,39,Eficiente
Hogar_1296,Casa,1198,30,No,Alta,Electricidad,Solar,21.3,No,17,33,Eficiente
Hogar_1297,Casa,565,98,Si,Media,Electricidad,Electricidad,562.6,Si,8,42,Moderado
Hogar_1298,Casa,513,16,No,Baja,Electricidad,Electricidad,465.8,Si,15,15,Moderado
Hogar_1299,Departamento,847,82,Si,Media,Otros,Electricidad,657.1,No,20,68,Moderado
Hogar_1300,Comercio,1487,109,Si,Baja,Otros,Electricidad,147.6,Si,14,65,Moderado
Hogar_1301,Casa,1114,31,No,Alta,Solar,Solar,841.1,No,4,32,Eficiente
Hogar_1302,Pyme,381,140,No,Baja,Solar,Electricidad,147.1,Si,12,11,Moderado
Hogar_1303,Casa,1582,34,No,Media,Electricidad,Electricidad,891.5,No,21,94,Ineficiente
Hogar_1304,Departamento,1301,132,No,Media,Solar,Electricidad,450.1,No,19,37,Moderado
Hogar_1305,Comercio,260,28,No,Muy Alta,Solar,Electricidad,550.3,Si,6,19,Eficiente
Hogar_1306,Pyme,252,69,No,Baja,Solar,Electricidad,896.7,Si,15,51,Ineficiente
Hogar_1307,Comercio,1574,94,No,Muy Baja,Electricidad,Solar,300.6,No,6,100,Moderado
Hogar_1308,Comercio,1362,21,No,Baja,Otros,Electricidad,182.6,No,24,34,Moderado
Hogar_1309,Casa,74,68,No,Alta,Solar,Solar,446.3,Si,21,71,Moderado
Hogar_1310,Comercio,143,88,No,Baja,Otros,Solar,245.1,No,15,60,Eficiente
Hogar_1311,Casa,79,71,No,Baja,Otros,Otros,528.3,Si,12,84,Moderado
Hogar_1312,Pyme,1699,128,Si,Baja,Otros,Electricidad,276.0,Si,16,53,Moderado
Hogar_1313,Departamento,590,86,No,Alta,Electricidad,Electricidad,864.6,Si,8,12,Moderado
Hogar_1314,Comercio,1093,95,Si,Muy Baja,Electricidad,Electricidad,607.7,No,11,62,Ineficiente
Hogar_1315,Departamento,1864,74,No,Baja,Electricidad,Solar,1.2,No,12,96,Moderado
Hogar_1316,Departamento,78,53,Si,Baja,Electricidad,Otros,805.7,Si,8,66,Ineficiente
Hogar_1317,Departamento,1635,87,No,Media,Solar,Solar,330.9,Si,4,86,Eficiente
Hogar_1318,Comercio,583,53,No,Alta,Solar,Solar,320.9,No,6,48,Eficiente
Hogar_1319,Casa,1574,15,Si,Media,Solar,Electricidad,383.7,Si,0,40,Moderado
Hogar_1320,Casa,1726,98,Si,Muy Alta,Electricidad,Solar,630.6,No,3,24,Eficiente
Hogar_1321,Casa,1151,19,Si,Muy Alta,Otros,Electricidad,442.6,Si,3,50,Moderado
Hogar_1322,Casa,1841,45,No,Media,Electricidad,Solar,629.0,Si,15,95,Moderado
Hogar_1323,Pyme,1819,126,Si,Alta,Electricidad,Solar,147.6,Si,4,68,Moderado
Hogar_1324,Casa,1898,57,Si,Alta,Solar,Electricidad,970.2,No,21,88,Moderado
Hogar_1325,Pyme,893,110,Si,Muy Alta,Solar,Electricidad,729.9,No,3,43,Moderado
Hogar_1326,Casa,423,128,No,Media,Electricidad,Otros,251.0,Si,5,17,Eficiente
Hogar_1327,Casa,1187,80,Si,Media,Electricidad,Electricidad,724.4,Si,22,83,Ineficiente
Hogar_1328,Comercio,700,83,No,Media,Solar,Electricidad,575.5,Si,2,55,Moderado
Hogar_1329,Comercio,1970,69,Si,Alta,Electricidad,Electricidad,110.1,No,24,34,Moderado
Hogar_1330,Departamento,412,7,No,Baja,Electricidad,Electricidad,179.0,No,7,97,Moderado
Hogar_1331,Departamento,136,28,Si,Baja,Solar,Solar,42.3,No,16,70,Eficiente
Hogar_1332,Comercio,639,111,No,Media,Electricidad,Solar,809.4,No,17,60,Moderado
Hogar_1333,Casa,42,130,Si,Baja,Electricidad,Solar,552.2,No,17,51,Moderado
Hogar_1334,Pyme,1829,107,No,Media,Solar,Electricidad,317.4,Si,24,100,Moderado
Hogar_1335,Pyme,1231,108,No,Baja,Otros,Solar,127.2,Si,11,77,Moderado
Hogar_1336,Comercio,909,19,No,Baja,Otros,Otros,484.6,No,24,73,Moderado
Hogar_1337,Casa,1585,72,No,Muy Alta,Electricidad,Electricidad,525.7,Si,24,35,Moderado
Hogar_1338,Comercio,566,3,No,Media,Electricidad,Electricidad,702.2,Si,0,34,Moderado
Hogar_1339,Casa,196,18,No,Alta,Electricidad,Otros,970.0,Si,22,16,Moderado
Hogar_1340,Casa,434,101,No,Muy Baja,Electricidad,Electricidad,435.5,Si,11,82,Ineficiente
Hogar_1341,Casa,765,140,Si,Baja,Solar,Electricidad,406.6,Si,10,18,Moderado
Hogar_1342,Departamento,1427,140,No,Alta,Solar,Electricidad,370.6,Si,12,38,Moderado
Hogar_1343,Pyme,1237,85,No,Alta,Solar,Electricidad,827.1,Si,2,43,Moderado
Hogar_1344,Comercio,883,51,Si,Media,Electricidad,Electricidad,157.2,Si,24,32,Moderado
Hogar_1345,Comercio,255,110,Si,Muy Alta,Electricidad,Electricidad,344.5,Si,7,7,Moderado
Hogar_1346,Departamento,1882,108,Si,Muy Alta,Solar,Solar,725.2,No,2,87,Moderado
Hogar_1347,Casa,1901,85,No,Muy Alta,Electricidad,Electricidad,16.7,Si,16,87,Moderado
Hogar_1348,Departamento,144,42,Si,Media,Solar,Otros,290.1,No,24,46,Eficiente
Hogar_1349,Pyme,1205,41,Si,Baja,Solar,Electricidad,641.8,No,12,61,Moderado
Hogar_1350,Casa,809,89,Si,Media,Solar,Otros,186.8,No,9,18,Eficiente
Hogar_1351,Pyme,1736,114,No,Media,Solar,Otros,303.4,No,16,71,Moderado
Hogar_1352,Departamento,490,25,No,Baja,Solar,Solar,486.6,Si,2,40,Eficiente
Hogar_1353,Departamento,129,150,Si,Alta,Electricidad,Otros,422.6,Si,12,88,Moderado
Hogar_1354,Comercio,1653,42,Si,Muy Baja,Electricidad,Solar,106.9,No,21,78,Moderado
Hogar_1355,Departamento,723,76,Si,Media,Solar,Otros,938.3,Si,5,50,Moderado
Hogar_1356,Pyme,1844,136,No,Baja,Electricidad,Electricidad,45.2,Si,13,5,Moderado
Hogar_1357,Pyme,1551,19,No,Alta,Solar,Electricidad,750.0,Si,9,54,Moderado
Hogar_1358,Departamento,1742,38,No,Baja,Solar,Solar,72.4,No,19,86,Eficiente
Hogar_1359,Casa,1731,11,Si,Alta,Otros,Electricidad,467.8,Si,15,58,Moderado
Hogar_1360,Departamento,1748,10,No,Media,Otros,Otros,176.2,Si,17,22,Moderado
Hogar_1361,Pyme,200,41,No,Alta,Electricidad,Otros,142.0,No,12,74,Eficiente
Hogar_1362,Casa,1783,10,Si,Muy Alta,Otros,Electricidad,126.8,No,9,90,Eficiente
Hogar_1363,Departamento,770,37,Si,Media,Solar,Otros,453.3,Si,5,79,Moderado
Hogar_1364,Departamento,1723,97,Si,Muy Alta,Solar,Electricidad,516.0,No,9,38,Moderado
Hogar_1365,Comercio,1470,18,No,Muy Baja,Electricidad,Electricidad,134.3,Si,4,49,Moderado
Hogar_1366,Casa,1183,133,No,Baja,Otros,Solar,979.4,No,5,1,Moderado
Hogar_1367,Comercio,1440,115,No,Muy Baja,Electricidad,Electricidad,258.5,Si,6,78,Ineficiente
Hogar_1368,Pyme,1785,112,No,Baja,Otros,Solar,459.4,Si,10,36,Moderado
Hogar_1369,Casa,1550,64,Si,Alta,Electricidad,Solar,217.1,No,15,95,Eficiente
Hogar_1370,Casa,690,98,No,Muy Baja,Solar,Electricidad,494.4,Si,24,28,Moderado
Hogar_1371,Pyme,58,71,No,Media,Electricidad,Solar,756.3,Si,11,98,Ineficiente
Hogar_1372,Casa,80,51,Si,Media,Electricidad,Solar,521.6,No,11,35,Moderado
Hogar_1373,Pyme,544,117,No,Media,Electricidad,Electricidad,286.4,Si,22,60,Moderado
Hogar_1374,Departamento,781,119,Si,Media,Electricidad,Electricidad,249.1,No,19,62,Moderado
Hogar_1375,Casa,1874,6,Si,Alta,Electricidad,Otros,759.2,Si,4,87,Ineficiente
Hogar_1376,Pyme,1687,10,No,Baja,Solar,Otros,119.1,Si,15,46,Moderado
Hogar_1377,Departamento,37,102,No,Baja,Solar,Electricidad,370.6,No,5,83,Moderado
Hogar_1378,Departamento,1577,60,No,Media,Otros,Electricidad,152.3,Si,8,82,Moderado
Hogar_1379,Departamento,745,67,Si,Media,Solar,Otros,258.7,Si,4,79,Moderado
Hogar_1380,Departamento,580,139,No,Media,Electricidad,Solar,153.5,Si,20,61,Moderado
Hogar_1381,Casa,398,101,No,Alta,Electricidad,Electricidad,886.9,No,22,65,Moderado
Hogar_1382,Departamento,509,109,No,Media,Electricidad,Solar,732.2,Si,15,89,Moderado
Hogar_1383,Pyme,998,139,No,Media,Otros,Solar,561.4,Si,17,26,Moderado
Hogar_1384,Casa,1696,50,No,Muy Baja,Otros,Solar,225.2,Si,18,35,Moderado
Hogar_1385,Comercio,1277,116,Si,Media,Electricidad,Electricidad,510.7,Si,11,57,Ineficiente
Hogar_1386,Casa,648,45,No,Alta,Electricidad,Solar,521.3,Si,1,79,Moderado
Hogar_1387,Comercio,332,52,Si,Muy Baja,Otros,Electricidad,590.8,No,9,63,Moderado
Hogar_1388,Casa,482,87,Si,Baja,Otros,Otros,61.0,No,11,4,Eficiente
